Time and Date,Electricity:Facility ,Heating:Electricity ,Cooling:Electricity ,InteriorLights:Electricity ,ExteriorLights:Electricity ,InteriorEquipment:Electricity ,Fans:Electricity ,Pumps:Electricity ,Gas:Facility ,Heating:Gas ,WaterSystems:Gas 
 03/26  05:00:00,23191876.84,0,0,1792322.307,9957600,5940057.914,5501896.616,1.45E-05,22498959.07,20827881.7,1671077.374
 03/26  06:00:00,22549307.44,0,0,1792322.307,9957600,5940057.914,4859327.223,1.45E-05,22565239.25,20894148.42,1671090.83
 03/26  07:00:00,13234276.84,0,0,1792322.307,0,5940057.914,5501896.616,1.45E-05,24840218.72,24768218.72,72000
 03/26  08:00:00,12591707.44,0,0,1792322.307,0,5940057.914,4859327.223,1.45E-05,25286515.88,23615415.56,1671100.322
 03/26  09:00:00,13234276.84,0,0,1792322.307,0,5940057.914,5501896.616,1.45E-05,25811817.01,24140793.44,1671023.565
 03/26  10:00:00,12591707.44,0,0,1792322.307,0,5940057.914,4859327.223,1.45E-05,15841415.95,15769415.95,72000
 03/26  11:00:00,13234276.84,0,0,1792322.307,0,5940057.914,5501896.616,1.45E-05,10606012.44,8934913.055,1671099.388
 03/26  12:00:00,12283731.05,0,0,1792322.307,0,5940057.914,4551350.825,1.45E-05,6239708.652,4568595.726,1671112.926
 03/26  13:00:00,11694394.85,0,0,1792322.307,0,5940057.914,3962014.626,1.45E-05,3333100.711,3261100.711,72000
 03/26  14:00:00,11359801.85,0,0,1792322.307,0,5940057.914,3627421.631,1.45E-05,2817305.869,1146204.602,1671101.268
 03/26  15:00:00,9392126.491,0,0,1792322.307,0,5940057.914,1659746.27,1.45E-05,1955368.515,284355.137,1671013.378
 03/26  16:00:00,9302984.378,0,0,1792322.307,0,5940057.914,1570604.156,1.45E-05,262871.9579,190871.9579,72000
 03/26  17:00:00,10321279.25,0,0,1792322.307,0,5940057.914,2588899.033,1.45E-05,3033098.54,1362058.776,1671039.764
 03/26  18:00:00,10815666.89,0,0,1792322.307,0,5940057.914,3083286.672,1.45E-05,2066919.229,1994919.229,72000
 03/26  19:00:00,19671531.95,0,0,1792322.307,8298000,5940057.914,3641151.726,1.45E-05,3869303.733,2198240.491,1671063.243
 03/26  20:00:00,22470587.92,0,0,1792322.307,9957600,5940057.914,4780607.702,1.45E-05,6306039.525,4634953.217,1671086.308
 03/26  21:00:00,22883900.44,0,0,1792322.307,9957600,5940057.914,5193920.218,1.45E-05,8153799.116,8081799.116,72000
 03/26  22:00:00,22857283.84,0,0,1792322.307,9957600,5940057.914,5167303.621,1.45E-05,12026292.85,10355198.37,1671094.476
 03/26  23:00:00,22883900.44,0,0,1792322.307,9957600,5940057.914,5193920.218,1.45E-05,13555489.27,11884405.25,1671084.017
 03/26  24:00:00,22857283.84,0,0,1792322.307,9957600,5940057.914,5167303.621,1.45E-05,14050735.14,13978735.14,72000
 03/27  01:00:00,24863919.74,0,0,1792322.307,9957600,7920077.219,5193920.218,1.45E-05,16541927.24,14870825.27,1671101.97
 03/27  02:00:00,24837303.15,0,0,1792322.307,9957600,7920077.219,5167303.621,1.45E-05,18793125.74,17122017.51,1671108.223
 03/27  03:00:00,24863919.74,0,0,1792322.307,9957600,7920077.219,5193920.218,1.45E-05,18157102.07,18085102.07,72000
 03/27  04:00:00,24837303.15,0,0,1792322.307,9957600,7920077.219,5167303.621,1.45E-05,20231683.53,18560597.41,1671086.114
 03/27  05:00:00,26656242.05,0,0,3584644.615,9957600,7920077.219,5193920.218,1.45E-05,21970299.17,20299182.23,1671116.947
 03/27  06:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,103897800.9,103825800.9,72000
 03/27  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,92302473.25,90631298.4,1671174.857
 03/27  08:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,53365504.12,51694190.03,1671314.089
 03/27  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,41546212.84,39875062.55,1671150.296
 03/27  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,29567834.84,27896605.6,1671229.238
 03/27  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,19742404.03,18071022.71,1671381.322
 03/27  12:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,18692630.17,15421744.07,3270886.102
 03/27  13:00:00,59268525.54,0,21996.34342,32261801.53,0,17820173.74,9164553.918,1.45E-05,9982972.041,8311696.967,1671275.074
 03/27  14:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,7310787.887,5639477.147,1671310.74
 03/27  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,4871643.518,3200339.107,1671304.411
 03/27  16:00:00,59273526.65,0,26997.45775,32261801.53,0,17820173.74,9164553.918,1.45E-05,3743952.03,2072739.259,1671212.77
 03/27  17:00:00,36987873.51,0,0,17923223.07,0,9900096.523,9164553.918,1.45E-05,12055269.23,10384097.5,1671171.733
 03/27  18:00:00,27981214.35,0,142649.3682,10753933.84,0,7920077.219,9164553.918,1.45E-05,16907139.87,15235957.55,1671182.324
 03/27  19:00:00,36141505.57,0,4940.586707,10753933.84,8298000,7920077.219,9164553.918,1.45E-05,22779155.65,21108004.08,1671151.575
 03/27  20:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,29989945.98,29917945.98,72000
 03/27  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,36489130.93,34818014.14,1671116.786
 03/27  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,1671098.796,0,1671098.796
 03/27  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 03/27  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671077.672,0,1671077.672
 03/28  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671056.508,0,1671056.508
 03/28  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 03/28  03:00:00,20433016.08,0,0,1792322.307,9957600,7920077.219,763016.5497,1.45E-05,1747648.786,76613.56426,1671035.222
 03/28  04:00:00,21249670.17,0,0,1792322.307,9957600,7920077.219,1579670.647,1.45E-05,1881949.684,210864.7874,1671084.896
 03/28  05:00:00,24289618.82,0,6969.347953,3584644.615,9957600,7920077.219,2820327.639,1.45E-05,468697.3298,396697.3298,72000
 03/28  06:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,75594367.04,73923252.68,1671114.362
 03/28  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,58188254.84,56517188.04,1671066.799
 03/28  08:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,25393073.95,23721833.69,1671240.265
 03/28  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,17914893.93,16243589.87,1671304.068
 03/28  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,13787894.47,12116732.77,1671161.702
 03/28  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,10543855.63,8872520.537,1671335.089
 03/28  12:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,11189848.98,9518469.232,1671379.745
 03/28  13:00:00,59259754.97,0,13225.77862,32261801.53,0,17820173.74,9164553.918,1.45E-05,5804517.929,2533818.362,3270699.567
 03/28  14:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,1944908.284,273685.0736,1671223.211
 03/28  15:00:00,59252715.66,0,6186.465111,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671213.507,0,1671213.507
 03/28  16:00:00,59270331.01,0,23801.81939,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671385.879,0,1671385.879
 03/28  17:00:00,36987873.51,0,0,17923223.07,0,9900096.523,9164553.918,1.45E-05,8717574.081,7046326.282,1671247.8
 03/28  18:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,15081871.33,13410643.56,1671227.766
 03/28  19:00:00,34476964.98,0,0,10753933.84,6638400,7920077.219,9164553.918,1.45E-05,19882367.09,19810367.09,72000
 03/28  20:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,29543928.4,27872832.8,1671095.597
 03/28  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,33736650.42,32065569.22,1671081.204
 03/28  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,1671068.96,0,1671068.96
 03/28  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 03/28  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671047.675,0,1671047.675
 03/29  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671026.146,0,1671026.146
 03/29  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 03/29  03:00:00,20433016.08,0,0,1792322.307,9957600,7920077.219,763016.5497,1.45E-05,1751651.704,80647.14102,1671004.563
 03/29  04:00:00,23317686.81,0,2757.423195,1792322.307,9957600,7920077.219,3644929.859,1.45E-05,3316342.678,1645289.086,1671053.592
 03/29  05:00:00,26222012.42,0,0,3584644.615,9957600,7920077.219,4759690.587,1.45E-05,3223820.938,3151820.938,72000
 03/29  06:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,75588263.93,73917236.7,1671027.232
 03/29  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,69582887.92,67911783.66,1671104.261
 03/29  08:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,37874740.16,36203596.36,1671143.807
 03/29  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,27459926.74,25788713.21,1671213.525
 03/29  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,20624609.25,18953313.15,1671296.099
 03/29  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,15126693.37,13455429.07,1671264.305
 03/29  12:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,13035040.22,11363704.59,1671335.638
 03/29  13:00:00,59276641.16,0,30111.96305,32261801.53,0,17820173.74,9164553.918,1.45E-05,2708548.421,1037150.401,1671398.02
 03/29  14:00:00,59268749.78,0,22220.58484,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671365.777,0,1671365.777
 03/29  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671320.013,0,1671320.013
 03/29  16:00:00,59271300.8,0,24771.60493,32261801.53,0,17820173.74,9164553.918,1.45E-05,3270649.545,0,3270649.545
 03/29  17:00:00,36994866.72,0,6993.2061,17923223.07,0,9900096.523,9164553.918,1.45E-05,2324216.586,653100.868,1671115.718
 03/29  18:00:00,28221832.58,0,383267.5986,10753933.84,0,7920077.219,9164553.918,1.45E-05,4111009.533,4039009.533,72000
 03/29  19:00:00,34476964.98,0,0,10753933.84,6638400,7920077.219,9164553.918,1.45E-05,10895166.25,9224105.996,1671060.255
 03/29  20:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,16554109,14882998.58,1671110.419
 03/29  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,22771158.98,21100113.14,1671045.835
 03/29  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 03/29  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671019.884,0,1671019.884
 03/29  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670998.297,0,1670998.297
 03/30  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 03/30  02:00:00,20638333.67,0,0,1792322.307,9957600,7920077.219,968334.1483,1.45E-05,2019548.764,348572.3574,1670976.407
 03/30  03:00:00,24837303.15,0,0,1792322.307,9957600,7920077.219,5167303.621,1.45E-05,6537882.192,4866790.558,1671091.634
 03/30  04:00:00,24863919.74,0,0,1792322.307,9957600,7920077.219,5193920.218,1.45E-05,9190948.16,9118948.16,72000
 03/30  05:00:00,26629625.45,0,0,3584644.615,9957600,7920077.219,5167303.621,1.45E-05,14524618.26,12853514,1671104.269
 03/30  06:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,80706535.29,79035549.41,1670985.881
 03/30  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,81977972.45,81905972.45,72000
 03/30  08:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,52212315.53,50541132.54,1671182.999
 03/30  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,39258211.33,37586960.67,1671250.662
 03/30  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,26181614.13,22910984.45,3270629.684
 03/30  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,12092319.35,10420898.58,1671420.772
 03/30  12:00:00,57273584.37,0,7074.486142,32261801.53,0,15840154.44,9164553.918,1.45E-05,6524418.688,4853152.477,1671266.212
 03/30  13:00:00,59323319.54,0,76790.35258,32261801.53,0,17820173.74,9164553.918,1.45E-05,1711194.948,39877.39866,1671317.549
 03/30  14:00:00,59309382.87,0,62853.67891,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671197.467,0,1671197.467
 03/30  15:00:00,59293035.18,0,46505.98412,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671184.483,0,1671184.483
 03/30  16:00:00,59457448.28,0,210919.0923,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671264.191,0,1671264.191
 03/30  17:00:00,37206329.96,0,218456.4469,17923223.07,0,9900096.523,9164553.918,1.45E-05,2190659.56,519385.0863,1671274.474
 03/30  18:00:00,28900020.85,0,1061455.867,10753933.84,0,7920077.219,9164553.918,1.45E-05,2820899.127,1149789.78,1671109.346
 03/30  19:00:00,34543028.62,0,66063.63729,10753933.84,6638400,7920077.219,9164553.918,1.45E-05,6183414.524,4512388.35,1671026.174
 03/30  20:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,12400837.39,10729738.75,1671098.644
 03/30  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,15998227.8,15926227.8,72000
 03/30  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,1671113.43,0,1671113.43
 03/30  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671081.266,0,1671081.266
 03/30  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 03/31  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671059.34,0,1671059.34
 03/31  02:00:00,19754779.14,0,0,1792322.307,9957600,7920077.219,84779.61663,1.45E-05,1671041.74,0,1671041.74
 03/31  03:00:00,20941693.78,0,0,1792322.307,9957600,7920077.219,1271694.25,1.45E-05,616388.2983,544388.2983,72000
 03/31  04:00:00,20687354.93,0,0,1792322.307,9957600,7920077.219,1017355.4,1.45E-05,1988688.091,317601.8888,1671086.202
 03/31  05:00:00,22479677.23,0,0,3584644.615,9957600,7920077.219,1017355.4,1.45E-05,1785606.301,114490.5258,1671115.775
 03/31  06:00:00,28967275.75,0,0,3584644.615,8298000,7920077.219,9164553.918,1.45E-05,69528279.96,69456279.96,72000
 03/31  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,60664666.32,58993506.81,1671159.515
 03/31  08:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,29034996.93,27363703.77,1671293.162
 03/31  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,20533550.68,18862204.82,1671345.86
 03/31  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,15122872.05,13451674.86,1671197.19
 03/31  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,11408644.2,9737301.795,1671342.406
 03/31  12:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,15958282.33,12687495.24,3270787.088
 03/31  13:00:00,59258107.69,0,11578.50059,32261801.53,0,17820173.74,9164553.918,1.45E-05,10504680.44,8833200.971,1671479.472
 03/31  14:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,8027257.804,6356010.858,1671246.946
 03/31  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,5687636.831,4016401.233,1671235.599
 03/31  16:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,5219217.709,3547842.747,1671374.962
 03/31  17:00:00,36987873.51,0,0,17923223.07,0,9900096.523,9164553.918,1.45E-05,16771506.17,15100413.39,1671092.777
 03/31  18:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,19806021.65,18134927.22,1671094.423
 03/31  19:00:00,34476964.98,0,0,10753933.84,6638400,7920077.219,9164553.918,1.45E-05,21860923.18,20189782.12,1671141.059
 03/31  20:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,23827847.52,23755847.52,72000
 03/31  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,27457338.76,25786309.21,1671029.555
 03/31  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,1671011.995,0,1671011.995
 03/31  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 03/31  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670989.688,0,1670989.688
 04/01  01:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671106.25,0,1671106.25
 04/01  02:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 04/01  03:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671081.699,0,1671081.699
 04/01  04:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671053.806,0,1671053.806
 04/01  05:00:00,20591726.65,0,16977.0568,1792322.307,9957600,5940057.914,2884769.371,1.45E-05,358354.0336,286354.0336,72000
 04/01  06:00:00,28967275.75,0,0,3584644.615,8298000,7920077.219,9164553.918,1.45E-05,69924176.7,68253084.06,1671092.642
 04/01  07:00:00,20669275.75,0,0,3584644.615,0,7920077.219,9164553.918,1.45E-05,64810513.65,63139483.72,1671029.925
 04/01  08:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,51086613.72,49415549.29,1671064.438
 04/01  09:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,41895729.98,41823729.98,72000
 04/01  10:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,32028948.54,30357886.38,1671062.158
 04/01  11:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,26018677.06,24347456.87,1671220.194
 04/01  12:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,20575630.06,18904427.55,1671202.513
 04/01  13:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,17076909.78,15405758.13,1671151.647
 04/01  14:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,18732602.73,17061580.12,1671022.617
 04/01  15:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,18928800.67,18856800.67,72000
 04/01  16:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,23752097.75,22081074.1,1671023.654
 04/01  17:00:00,16896934.14,0,0,1792322.307,0,5940057.914,9164553.918,1.45E-05,19859414.92,18188328.77,1671086.146
 04/01  18:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 04/01  19:00:00,14370780.22,0,0,1792322.307,6638400,5940057.914,0,1.45E-05,1671112.691,0,1671112.691
 04/01  20:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1670991.188,0,1670991.188
 04/01  21:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 04/01  22:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671038.098,0,1671038.098
 04/01  23:00:00,19617754.34,0,0,1792322.307,9957600,5940057.914,1927774.118,1.45E-05,2634666.985,963660.5543,1671006.43
 04/01  24:00:00,23138239.29,0,0,1792322.307,9957600,5940057.914,5448259.068,1.45E-05,5156058.918,5084058.918,72000
 04/02  01:00:00,22602944.99,0,0,1792322.307,9957600,5940057.914,4912964.771,1.45E-05,15225334.93,13554251.73,1671083.197
 04/02  02:00:00,23138239.29,0,0,1792322.307,9957600,5940057.914,5448259.068,1.45E-05,17878597.16,16207534.8,1671062.36
 04/02  03:00:00,22602944.99,0,0,1792322.307,9957600,5940057.914,4912964.771,1.45E-05,17909018.45,17837018.45,72000
 04/02  04:00:00,23138239.29,0,0,1792322.307,9957600,5940057.914,5448259.068,1.45E-05,22199777.62,20528700.85,1671076.77
 04/02  05:00:00,22602944.99,0,0,1792322.307,9957600,5940057.914,4912964.771,1.45E-05,26663829.83,24992718.74,1671111.089
 04/02  06:00:00,21478639.29,0,0,1792322.307,8298000,5940057.914,5448259.068,1.45E-05,27300224.19,27228224.19,72000
 04/02  07:00:00,12645344.99,0,0,1792322.307,0,5940057.914,4912964.771,1.45E-05,33608284.75,31937242.75,1671042
 04/02  08:00:00,13180639.29,0,0,1792322.307,0,5940057.914,5448259.068,1.45E-05,31169318.66,29498227.54,1671091.119
 04/02  09:00:00,12645344.99,0,0,1792322.307,0,5940057.914,4912964.771,1.45E-05,29000836.16,28928836.16,72000
 04/02  10:00:00,13180639.29,0,0,1792322.307,0,5940057.914,5448259.068,1.45E-05,18351970.57,16680871.72,1671098.856
 04/02  11:00:00,12645344.99,0,0,1792322.307,0,5940057.914,4912964.771,1.45E-05,12484176.83,10813099.4,1671077.431
 04/02  12:00:00,12256710.1,0,0,1792322.307,0,5940057.914,4524329.874,1.45E-05,5834616.367,5762616.367,72000
 04/02  13:00:00,11105463,0,0,1792322.307,0,5940057.914,3373082.781,1.45E-05,5554319.274,3883282.307,1671036.968
 04/02  14:00:00,11948733.7,0,0,1792322.307,0,5940057.914,4216353.476,1.45E-05,5375540.014,3704493.963,1671046.051
 04/02  15:00:00,9651395.173,0,4929.832176,1792322.307,0,5940057.914,1914085.12,1.45E-05,1147136.518,1075136.518,72000
 04/02  16:00:00,8749735.621,0,0,1792322.307,0,5940057.914,1017355.4,1.45E-05,1751717.706,80654.2527,1671063.453
 04/02  17:00:00,9646465.341,0,0,1792322.307,0,5940057.914,1914085.12,1.45E-05,357352.5164,285352.5164,72000
 04/02  18:00:00,10349169.05,0,0,1792322.307,0,5940057.914,2616788.83,1.45E-05,3516511.372,1845427.273,1671084.099
 04/02  19:00:00,17353716.24,0,0,1792322.307,6638400,5940057.914,2982936.021,1.45E-05,5058904.397,3387865.257,1671039.14
 04/02  20:00:00,21996105.99,0,0,1792322.307,9957600,5940057.914,4306125.773,1.45E-05,6640910.026,6568910.026,72000
 04/02  21:00:00,22294968.59,0,0,1792322.307,9957600,5940057.914,4604988.373,1.45E-05,11121159.46,9450157.64,1671001.817
 04/02  22:00:00,23446215.69,0,0,1792322.307,9957600,5940057.914,5756235.466,1.45E-05,17082112.28,15411011.97,1671100.302
 04/02  23:00:00,22294968.59,0,0,1792322.307,9957600,5940057.914,4604988.373,1.45E-05,16266244.36,16194244.36,72000
 04/02  24:00:00,23446215.69,0,0,1792322.307,9957600,5940057.914,5756235.466,1.45E-05,23439007.33,21767926.58,1671080.753
 04/03  01:00:00,24274987.9,0,0,1792322.307,9957600,7920077.219,4604988.373,1.45E-05,23196522.71,21525417.13,1671105.585
 04/03  02:00:00,25426234.99,0,0,1792322.307,9957600,7920077.219,5756235.466,1.45E-05,28259816.87,28187816.87,72000
 04/03  03:00:00,24274987.9,0,0,1792322.307,9957600,7920077.219,4604988.373,1.45E-05,27121652.78,25450543.73,1671109.047
 04/03  04:00:00,25426234.99,0,0,1792322.307,9957600,7920077.219,5756235.466,1.45E-05,31370494.23,29699495.4,1670998.831
 04/03  05:00:00,26067310.21,0,0,3584644.615,9957600,7920077.219,4604988.373,1.45E-05,27512117.36,27440117.36,72000
 04/03  06:00:00,28967275.75,0,0,3584644.615,8298000,7920077.219,9164553.918,1.45E-05,126913647.2,125242610.8,1671036.41
 04/03  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,115899208,114228128.8,1671079.187
 04/03  08:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,78140205.02,76468921.93,1671283.088
 04/03  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,59760562.89,58089212.96,1671349.926
 04/03  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,38793815.78,37122502.52,1671313.254
 04/03  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,23808887.98,22137507.02,1671380.964
 04/03  12:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,18780232.98,17108789.78,1671443.2
 04/03  13:00:00,59269073.84,0,22544.6451,32261801.53,0,17820173.74,9164553.918,1.45E-05,11753441.64,8482931.37,3270510.274
 04/03  14:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,6463542.341,4792344.595,1671197.746
 04/03  15:00:00,59280227.73,0,33698.53492,32261801.53,0,17820173.74,9164553.918,1.45E-05,2972997.77,1301820.012,1671177.758
 04/03  16:00:00,59281123.97,0,34594.7741,32261801.53,0,17820173.74,9164553.918,1.45E-05,1713930.292,42563.91911,1671366.373
 04/03  17:00:00,36994582.29,0,6708.774582,17923223.07,0,9900096.523,9164553.918,1.45E-05,8307941.738,6636763.176,1671178.561
 04/03  18:00:00,28125340.87,0,286775.8878,10753933.84,0,7920077.219,9164553.918,1.45E-05,15176686.86,15104686.86,72000
 04/03  19:00:00,34481506.43,0,4541.453362,10753933.84,6638400,7920077.219,9164553.918,1.45E-05,25170290.43,23499416.69,1670873.74
 04/03  20:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,36438412.24,34767248.4,1671163.839
 04/03  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,45406899.16,43735803.18,1671095.985
 04/03  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 04/03  23:00:00,19924338.38,0,0,1792322.307,9957600,7920077.219,254338.8499,1.45E-05,1728799.02,57730.74676,1671068.273
 04/03  24:00:00,24094293.84,0,0,1792322.307,9957600,7920077.219,4424294.315,1.45E-05,6758144.33,5087048.237,1671096.093
